9087.5,-237.01,1817.5,-237.01,1580.5
8897.1,-234.96,1779.4,-234.96,1544.5
8650.3,-225.64,1730.1,-225.64,1504.4
8977.2,-225.21,1795.4,-225.21,1570.2
8640.8,-222.02,1728.2,-222.02,1506.1
7416,-199.22,1483.2,-199.22,1284
8712.4,-231.23,1742.5,-231.23,1511.3
8905.8,-234.02,1781.2,-234.02,1547.1
9224.9,-236.32,1845,-236.32,1608.7
8640.6,-214.36,1728.1,-214.36,1513.8
