540,10,5536.9,-240,1107.4,-240,867.38
540,20,6530,-280,1306,-280,1026
540,30,6751.9,-300,1350.4,-300,1050.4
550,10,6120.6,-280,1224.1,-280,944.12
550,20,8732.9,-340,1746.6,-340,1406.6
550,30,9244.3,-360,1848.9,-360,1488.9
560,10,7460.1,-300,1492,-300,1192
560,20,8393.2,-380,1678.6,-380,1298.6
560,30,8642.4,-390,1728.5,-390,1338.5
