3.213
1.025
0.037
0.037
0.036
1.035
0.035
2.334
4.134
3.618
1.759
0.402
0.063
0.063
0.063
0.064
0.064
4.115
2.481
0.973
0.078
0.077
0.075
0.074
4.339
4.522
3.337
3.034
2.117
1.882
2.192
4.162
2.727
3.129
3.641
3.909
3.907
4.243
5.014
5.414
5.478
5.531
5.66
5.434
5.461
5.751
3.466
2.543
4.806
3.371
2.203
2.015
1.769
1.59
0.879
0.695
0.642
0.595
0.554
0.518
0.487
0.46
0.435
0.413
0.393
0.347
0.301
0.295
0.278
0.271
0.258
0.251
0.235
0.271
5.261
5.674
3.361
5.299
3.718
3.45
3.228
3.12
2.387
